"sex"	"day"
"m"	"010101,180,020000,15,110000,45,120000,30,180000,2,070000,3,180000,5,030000,46,180000,3,020000,6,180000,43,050000,432,180000,35,110000,36,020000,34,120000,105,010101,420"
"m"	"010101,60,020000,30,180000,20,050000,670,180000,8,120000,77,110000,25,120000,30,180000,25,120000,105,010101,390"
"m"	"010101,165,130000,75,180000,10,050000,50,180000,20,040000,115,180000,25,070000,20,other,60,180000,30,030000,30,020000,175,140000,160,150000,70,180000,20,060000,25,120000,30,180000,5,050000,237,180000,18,010101,100"
"m"	"010101,300,180000,5,120000,172,020000,48,130000,45,120000,30,010101,240,120000,150,010101,450"
"m"	"010101,200,010000,30,110000,40,120000,555,020000,104,120000,31,030000,55,020000,11,030000,25,010101,359,010000,20,120000,10"
"m"	"120000,45,other,10,130000,85,180000,30,050000,250,010000,30,110000,30,120000,15,050000,225,180000,8,120000,64,180000,10,020000,18,110000,20,150000,15,180000,10,020000,20,120000,165,010101,390"
"m"	"010101,210,010000,50,030000,20,120000,5,180000,5,020000,70,180000,11,080000,64,180000,5,070000,20,180000,81,120000,119,020000,60,110000,20,010000,53,010101,107,180000,30,010000,5,010101,385,120000,90,050000,30"
"m"	"010101,690,030000,45,180000,5,120000,55,020000,58,120000,87,010000,60,120000,110,010101,330"
"m"	"010101,150,010000,30,030000,2,180000,21,050000,157,other,90,180000,3,020000,162,110000,45,120000,60,180000,5,110000,55,020000,59,120000,151,010101,450"
"m"	"010101,180,020000,10,050000,50,120000,60,020000,120,180000,1,040000,39,180000,27,110000,68,050000,195,180000,26,010000,34,120000,210,110000,5,010101,25,020000,5,050000,10,180000,45,070000,5,180000,25,010000,105,010101,195"
"m"	"010101,240,120000,180,other,30,020000,37,110000,23,050000,285,110000,5,120000,50,180000,50,110000,50,010000,50,050000,140,180000,15,010101,285"
"m"	"010101,210,010000,45,120000,5,010101,40,110000,5,120000,70,050000,75,180000,5,070000,55,060000,150,130000,105,120000,45,110000,10,020000,20,150000,60,020000,35,110000,10,120000,165,010101,330"
"m"	"010101,105,010000,52,110000,18,140000,190,120000,175,110000,2,other,18,030000,5,070000,5,180000,12,other,18,180000,20,050000,100,180000,30,020000,30,180000,30,130000,85,180000,5,020000,15,110000,45,050000,90,180000,30,030000,20,120000,38,050000,2,180000,10,110000,35,050000,135,180000,15,120000,105"
"m"	"010101,60,010000,30,020000,20,110000,25,010000,15,180000,40,other,20,180000,25,050000,335,180000,15,020000,135,120000,50,110000,5,120000,20,110000,30,120000,135,020000,5,120000,170,010000,5,010101,300"
"m"	"010101,180,010000,15,050000,285,110000,10,050000,245,180000,15,010000,15,020000,45,120000,275,010101,355"
"m"	"010101,375,020000,65,180000,20,070000,10,180000,10,110000,45,120000,75,180000,12,130000,103,120000,135,180000,17,020000,38,010101,535"
"m"	"010101,210,010000,30,180000,10,060000,178,110000,82,020000,135,120000,195,180000,35,120000,25,180000,20,120000,140,180000,20,110000,10,120000,50,010101,300"
"m"	"030000,15,180000,5,050000,375,120000,145,050000,210,160000,15,180000,15,020000,10,110000,5,010101,165,020000,30,110000,45,120000,180,010000,25,120000,50,010101,150"
"m"	"010101,120,010000,45,020000,15,180000,45,030000,15,180000,30,050000,480,180000,20,030000,92,010000,3,120000,20,110000,45,120000,150,010000,10,160000,48,120000,302"
"m"	"010101,120,010000,10,110000,45,other,17,120000,213,020000,15,110000,42,120000,48,other,75,180000,28,080000,28,180000,4,120000,140,180000,112,120000,183,180000,25,010000,55,120000,10,010101,270"
"m"	"010101,40,010000,75,180000,10,050000,355,110000,30,060000,105,050000,285,110000,7,030000,23,180000,13,030000,22,120000,235,010000,30,010101,210"
"m"	"010101,60,010000,30,130000,25,180000,5,050000,840,180000,2,030000,88,010101,390"
"m"	"120000,60,180000,60,050000,120,110000,15,050000,225,180000,22,110000,38,050000,180,120000,20,020000,100,010000,20,180000,25,110000,15,040000,23,180000,42,020000,25,120000,30,010000,15,020000,26,010000,4,010101,375"
"m"	"010101,165,020000,15,180000,30,130000,20,020000,45,110000,15,010000,10,180000,10,110000,10,020000,139,040000,56,180000,5,130000,20,050000,45,180000,2,030000,13,180000,10,110000,20,050000,25,020000,105,110000,30,120000,50,110000,5,180000,5,110000,31,020000,79,110000,20,010101,460"
"m"	"010101,240,080000,48,180000,7,110000,35,180000,10,050000,200,110000,40,180000,10,120000,35,other,20,180000,15,120000,15,050000,75,180000,10,020000,10,180000,91,070000,51,180000,13,120000,65,020000,60,120000,30,020000,55,120000,35,010101,270"
"m"	"030000,15,180000,5,050000,805,180000,5,070000,35,020000,25,110000,25,020000,75,110000,15,120000,135,010101,300"
"m"	"010101,150,120000,15,180000,18,050000,327,110000,30,020000,45,other,15,180000,3,070000,15,180000,2,030000,65,180000,5,020000,58,120000,212,030000,32,050000,28,180000,22,120000,38,020000,35,010101,325"
"m"	"010101,145,110000,5,180000,25,010000,5,180000,10,050000,150,120000,135,010000,5,050000,15,180000,35,080000,15,180000,1,010000,9,180000,20,110000,25,020000,90,110000,1,120000,4,020000,105,120000,250,010101,390"
"m"	"010101,180,120000,60,180000,25,050000,515,180000,25,120000,35,110000,60,120000,60,110000,35,010101,445"
"m"	"010101,180,110000,10,180000,5,050000,270,180000,5,110000,10,180000,14,050000,46,110000,30,180000,12,070000,38,180000,10,020000,45,120000,75,020000,30,110000,75,180000,15,070000,5,180000,45,120000,190,010101,330"
"m"	"010101,150,020000,15,110000,30,050000,285,110000,100,180000,8,050000,12,180000,18,050000,122,110000,30,120000,310,010101,360"
"m"	"010101,120,020000,7,010000,8,180000,45,110000,15,020000,30,120000,112,010000,18,020000,85,120000,175,180000,18,050000,57,180000,40,020000,5,120000,15,060000,450,180000,35,070000,29,180000,56,120000,120"
"m"	"010101,60,120000,70,020000,10,130000,40,010000,10,180000,10,110000,40,120000,180,180000,25,020000,20,180000,25,120000,275,180000,15,020000,120,110000,20,180000,5,030000,5,050000,40,120000,95,050000,64,010000,1,120000,10,180000,5,010000,25,010101,270"
"m"	"010101,180,010000,30,180000,30,050000,240,110000,5,050000,205,180000,10,120000,410,050000,330"
"m"	"010101,90,180000,70,050000,140,120000,30,050000,90,110000,17,020000,3,180000,10,070000,5,180000,5,110000,5,120000,175,010000,21,130000,179,180000,20,120000,201,110000,22,010000,47,060000,20,180000,5,120000,125,010101,160"
"m"	"010101,60,110000,30,010000,10,020000,5,120000,15,010000,60,110000,30,180000,2,070000,43,180000,5,other,10,010000,15,050000,165,180000,5,110000,55,050000,240,180000,10,020000,215,120000,180,010101,285"
"m"	"010101,773,120000,67,180000,10,other,5,050000,45,180000,12,070000,10,180000,33,020000,2,120000,38,110000,74,010101,371"
"m"	"010101,150,020000,15,010000,25,030000,30,180000,2,050000,228,110000,45,180000,10,010000,35,050000,210,180000,35,020000,80,110000,140,120000,60,050000,75,180000,33,010000,27,120000,15,010101,225"
"m"	"010101,60,180000,8,050000,117,110000,47,060000,128,120000,175,050000,5,180000,5,070000,15,180000,25,050000,90,180000,25,070000,40,180000,10,070000,5,180000,20,130000,10,010000,17,120000,58,050000,345,120000,25,020000,60,010101,150"
"m"	"010101,300,110000,10,180000,9,120000,101,180000,5,020000,20,050000,35,020000,50,180000,6,150000,181,020000,3,010000,5,140000,55,180000,60,080000,60,020000,84,110000,6,120000,30,020000,1,120000,179,010000,5,010101,235"
"m"	"010101,300,010000,90,180000,28,070000,77,180000,20,110000,43,180000,42,120000,210,130000,210,010000,7,010101,413"
"m"	"010101,180,010000,30,120000,30,040000,43,180000,22,020000,40,120000,15,180000,5,050000,415,180000,65,130000,115,030000,5,120000,55,020000,20,120000,85,010101,315"
"m"	"010101,420,110000,24,180000,26,120000,12,180000,37,110000,16,180000,62,110000,3,180000,3,070000,52,180000,25,120000,40,020000,40,120000,50,020000,30,120000,210,180000,2,010000,58,010101,330"
"m"	"010101,120,010000,150,120000,289,050000,221,180000,7,010000,8,120000,200,010101,445"
"m"	"010101,120,010000,20,180000,13,050000,327,110000,25,050000,65,110000,50,120000,290,020000,20,010000,17,110000,13,010000,70,010101,410"
"m"	"010101,60,010000,30,020000,10,180000,12,110000,28,010000,35,180000,60,050000,245,110000,13,060000,52,180000,10,150000,287,120000,43,180000,35,110000,21,140000,14,120000,210,010101,275"
"m"	"010101,80,010000,10,110000,15,030000,15,180000,12,110000,33,180000,80,050000,265,110000,60,050000,135,180000,10,010000,50,020000,20,180000,25,070000,15,180000,15,120000,20,110000,40,010000,1,120000,119,010101,420"
"m"	"010101,210,060000,160,180000,5,060000,172,110000,55,120000,478,010000,10,010101,350"
"m"	"010101,90,010000,20,020000,70,180000,7,030000,33,180000,10,050000,250,110000,10,010000,110,120000,70,050000,385,110000,145,180000,35,070000,5,180000,18,040000,4,180000,2,120000,56,010101,120"
"m"	"010101,195,020000,55,030000,5,020000,18,180000,19,120000,23,050000,255,110000,25,050000,230,180000,30,010000,15,130000,545,020000,10,010101,15"
"m"	"010101,120,010000,45,110000,15,180000,10,060000,210,110000,15,180000,20,110000,128,180000,2,110000,5,050000,240,020000,7,130000,23,110000,60,120000,127,070000,8,180000,5,070000,5,110000,35,120000,90,010101,270"
"m"	"010101,180,130000,15,120000,40,180000,1,040000,116,180000,15,110000,23,050000,90,180000,25,110000,5,050000,390,180000,40,010000,22,120000,58,010000,2,130000,53,180000,5,020000,45,120000,15,010000,45,010101,255"
"m"	"010101,60,other,60,180000,22,050000,358,other,10,180000,55,030000,70,180000,27,080000,8,180000,20,070000,50,180000,10,010000,20,180000,40,120000,7,130000,133,180000,30,070000,10,180000,40,010101,410"
"m"	"010101,30,180000,30,040000,8,180000,57,070000,10,180000,1,070000,20,180000,5,130000,24,050000,625,180000,60,040000,5,020000,15,030000,10,180000,10,040000,115,120000,55,010101,360"
"m"	"010101,405,010000,5,020000,10,120000,35,180000,5,050000,20,other,32,010101,13,010000,15,030000,20,180000,20,130000,95,180000,12,010000,18,020000,27,120000,408,010101,300"
"m"	"010101,165,020000,20,180000,5,060000,125,110000,15,020000,10,010000,10,180000,26,130000,104,180000,5,040000,17,180000,18,110000,5,180000,5,120000,130,110000,5,030000,25,020000,90,120000,60,010101,600"
"m"	"010101,180,020000,210,030000,50,180000,10,070000,28,180000,12,110000,35,180000,9,050000,66,180000,10,130000,50,180000,5,120000,10,060000,274,120000,131,010000,18,010101,342"
"m"	"010101,90,010000,15,180000,13,050000,632,180000,5,070000,5,180000,47,020000,18,180000,25,050000,50,180000,18,020000,12,180000,22,070000,23,180000,45,070000,40,180000,10,120000,10,010101,360"
"m"	"010101,322,180000,3,010000,5,110000,15,050000,135,110000,60,050000,165,180000,5,120000,210,030000,120,120000,10,010101,390"
"m"	"010101,270,010000,7,030000,33,010101,430,180000,20,110000,20,120000,120,180000,15,120000,120,020000,15,010101,390"
"m"	"010101,120,110000,20,other,10,180000,30,010101,60,110000,5,050000,85,110000,20,020000,85,120000,105,110000,2,020000,88,120000,175,020000,3,110000,1,060000,271,010101,360"
"m"	"010101,150,010000,15,110000,5,020000,17,110000,23,020000,52,010000,8,110000,80,050000,130,180000,5,070000,85,180000,10,110000,5,180000,5,110000,20,120000,80,110000,65,130000,25,180000,15,030000,50,120000,190,010000,15,110000,20,120000,100,010101,270"
"m"	"010101,120,010000,40,020000,30,010000,15,180000,5,030000,15,010000,5,180000,16,other,54,180000,5,070000,100,180000,20,070000,15,180000,13,020000,12,110000,45,050000,120,180000,15,110000,15,150000,90,180000,30,080000,80,180000,90,120000,10,020000,60,010000,60,120000,110,010101,250"
"m"	"010101,420,180000,5,020000,53,010101,24,180000,3,070000,15,180000,15,050000,5,180000,10,110000,10,180000,15,020000,25,110000,118,120000,62,180000,3,030000,7,180000,5,030000,20,010000,25,110000,45,130000,25,180000,5,070000,7,110000,38,120000,30,110000,10,010000,30,010101,410"
"m"	"010101,240,010000,10,180000,15,030000,15,180000,12,010101,68,010000,30,020000,75,110000,30,050000,105,120000,45,020000,157,120000,323,010101,315"
"m"	"010101,180,010000,10,180000,10,120000,115,180000,10,050000,95,110000,30,050000,20,180000,60,130000,190,180000,35,070000,5,180000,6,010000,54,180000,10,120000,260,010101,350"
"m"	"010101,150,110000,25,010000,10,120000,750,180000,10,120000,132,010101,363"
"m"	"120000,47,010000,13,180000,38,050000,442,180000,15,050000,75,180000,50,050000,40,180000,40,020000,2,120000,38,020000,40,110000,75,120000,100,010000,15,other,70,030000,31,020000,11,010101,298"
"m"	"010101,120,010000,45,110000,25,020000,20,110000,15,020000,18,110000,27,010000,10,020000,275,120000,15,180000,30,050000,90,180000,3,060000,12,160000,5,180000,30,050000,40,180000,35,120000,205,010101,420"
"m"	"010101,120,110000,20,020000,55,120000,156,010000,34,180000,5,020000,10,110000,5,120000,315,030000,1,180000,9,010000,50,020000,60,120000,15,050000,75,180000,10,150000,50,180000,35,070000,70,180000,15,110000,25,120000,30,010101,275"
"m"	"010101,180,010000,10,020000,11,030000,24,180000,5,060000,280,110000,13,010101,17,020000,15,010101,205,120000,60,180000,20,010000,5,120000,25,110000,10,180000,50,120000,60,030000,45,120000,45,010000,29,010101,331"
"m"	"010101,270,020000,77,180000,10,020000,202,180000,1,030000,115,020000,15,120000,80,020000,25,110000,15,120000,270,010101,360"
"m"	"180000,35,070000,5,180000,10,050000,370,110000,3,020000,57,110000,15,120000,25,110000,60,120000,55,180000,10,030000,37,180000,3,070000,5,130000,120,180000,5,110000,5,180000,80,120000,60,010000,30,120000,60,010101,390"
"m"	"140000,70,120000,170,020000,18,180000,32,050000,130,180000,10,110000,20,050000,30,110000,60,180000,2,110000,31,120000,2,160000,40,050000,255,180000,6,020000,9,110000,41,020000,71,120000,113,010101,330"
"m"	"010101,60,110000,5,180000,15,010000,55,110000,10,120000,35,020000,90,180000,8,050000,202,180000,2,070000,4,180000,4,050000,455,180000,5,130000,130,180000,10,010000,5,010101,345"
"m"	"180000,52,050000,8,120000,30,010101,120,020000,20,030000,7,180000,3,050000,110,180000,10,050000,240,180000,20,120000,10,180000,17,020000,13,120000,90,050000,30,180000,60,120000,30,180000,20,030000,160,010000,30,010101,360"
"m"	"010101,1170,010000,5,010101,235,010000,30"
"m"	"010101,60,180000,10,050000,500,180000,15,110000,5,180000,10,070000,15,110000,35,050000,40,180000,20,020000,25,180000,35,030000,10,110000,110,030000,5,120000,35,010101,510"
"m"	"050000,765,180000,40,120000,65,110000,5,180000,21,070000,2,180000,2,110000,55,120000,255,010101,230"
"m"	"010101,330,010000,30,020000,5,120000,25,180000,42,020000,48,120000,90,110000,125,120000,85,020000,15,110000,45,020000,10,010000,50,120000,300,010101,240"
"m"	"010101,205,050000,185,180000,20,080000,55,180000,15,050000,180,180000,5,other,20,180000,35,010000,23,160000,7,010000,30,180000,10,010000,10,110000,40,120000,320,010101,280"
"m"	"010101,180,180000,15,020000,62,130000,163,180000,15,050000,335,180000,10,030000,45,180000,15,020000,50,180000,15,120000,81,010101,454"
"m"	"010101,300,020000,255,120000,35,180000,1,070000,114,180000,15,150000,45,180000,5,other,10,080000,30,180000,60,120000,106,010000,44,120000,60,010000,90,010101,270"
"m"	"010101,120,020000,50,180000,10,050000,490,180000,10,080000,50,180000,16,040000,4,180000,40,020000,50,110000,15,120000,100,010000,12,120000,113,010101,360"
"m"	"010101,30,010000,18,110000,27,180000,65,020000,40,180000,50,070000,27,180000,23,040000,135,180000,15,020000,20,120000,130,020000,310,110000,160,120000,60,010101,330"
"m"	"010101,60,010000,55,050000,475,110000,5,120000,110,050000,195,180000,45,010000,75,120000,119,020000,36,010000,40,010101,225"
"m"	"010101,20,010000,40,020000,20,010000,130,180000,10,050000,380,120000,90,050000,90,180000,30,120000,50,020000,25,110000,30,120000,105,010101,420"
"m"	"010101,150,010000,10,180000,50,130000,50,010000,18,020000,45,110000,22,020000,45,180000,5,020000,55,110000,60,180000,5,110000,10,030000,90,180000,15,070000,155,180000,5,110000,20,020000,120,110000,25,120000,245,010101,240"
"m"	"010101,1,010000,59,180000,81,050000,109,110000,10,180000,18,050000,22,120000,87,110000,3,other,150,050000,240,120000,40,110000,16,020000,97,180000,6,070000,38,180000,8,120000,35,010101,420"
"m"	"010101,15,180000,30,050000,405,110000,15,180000,20,020000,60,180000,5,070000,65,180000,22,110000,13,020000,7,150000,63,180000,5,120000,565,010101,150"
"m"	"010101,420,180000,13,070000,40,180000,5,130000,47,050000,135,120000,30,050000,210,180000,10,110000,120,020000,10,010101,400"
"m"	"010101,210,120000,10,060000,520,020000,130,110000,49,020000,34,120000,157,010101,330"
"m"	"010101,180,050000,90,110000,90,020000,60,010000,10,180000,5,050000,45,110000,30,120000,260,020000,60,010000,40,120000,165,010101,405"
"m"	"010101,60,010000,20,180000,60,020000,10,180000,30,060000,390,180000,7,020000,8,180000,15,050000,90,110000,60,180000,35,110000,75,150000,20,180000,5,130000,35,050000,40,120000,90,other,25,020000,12,010000,23,010101,330"
"m"	"010101,180,010000,40,180000,5,030000,10,180000,35,050000,443,180000,1,040000,36,180000,10,120000,320,010101,360"
"m"	"010101,90,010000,45,180000,45,050000,360,180000,10,070000,37,110000,13,060000,45,180000,15,130000,55,180000,20,070000,55,180000,35,010000,41,110000,14,030000,65,120000,135,050000,60,180000,20,120000,85,180000,25,120000,20,010101,150"
"m"	"010101,150,010000,15,180000,5,020000,25,110000,15,120000,265,050000,5,110000,60,050000,30,180000,33,050000,177,180000,10,130000,100,120000,190,180000,15,120000,15,010101,330"
"m"	"010101,60,010000,50,180000,10,050000,420,120000,60,180000,19,120000,41,050000,60,180000,46,120000,149,180000,5,120000,11,020000,59,120000,60,010101,390"
"m"	"010101,120,110000,40,020000,50,040000,3,020000,62,060000,365,180000,7,070000,28,180000,15,110000,10,020000,10,120000,55,110000,15,060000,20,180000,10,120000,30,110000,35,120000,145,020000,60,120000,120,010101,240"
"m"	"010101,60,010000,5,020000,21,180000,24,070000,5,050000,5,180000,25,050000,155,120000,75,050000,447,020000,18,120000,270,010101,330"
"m"	"050000,150,010101,30,010000,35,020000,35,120000,10,other,15,020000,25,180000,55,050000,95,180000,35,110000,50,120000,65,030000,35,180000,32,010000,28,120000,270,010000,15,020000,10,010000,5,120000,25,010101,420"
"m"	"010101,247,110000,5,120000,468,060000,180,020000,30,120000,90,020000,10,120000,110,010101,210,010000,10,010101,80"
"m"	"010101,600,110000,35,180000,10,020000,50,110000,25,010000,15,180000,15,010000,40,180000,40,070000,38,180000,2,110000,10,120000,80,020000,30,120000,90,030000,40,010101,320"
"m"	"010101,240,110000,10,180000,35,120000,140,130000,55,010000,5,180000,5,130000,55,180000,7,050000,108,other,90,180000,5,120000,25,180000,50,120000,90,180000,5,110000,5,020000,15,110000,10,070000,15,180000,20,030000,50,010000,10,010101,390"
"m"	"010101,330,020000,10,180000,25,030000,15,180000,5,070000,20,180000,20,070000,95,180000,20,120000,75,050000,51,180000,14,020000,25,180000,30,120000,60,180000,95,010000,10,180000,30,120000,30,010101,240,120000,10,010101,230"
"m"	"010101,270,180000,40,070000,60,180000,30,120000,110,050000,125,180000,7,010101,18,010000,50,120000,370,020000,40,010000,20,010101,300"
"m"	"010101,330,110000,15,050000,135,110000,60,050000,165,120000,106,010000,39,120000,50,050000,180,160000,185,120000,25,010101,150"
"m"	"030000,75,180000,25,050000,20,180000,20,020000,5,180000,30,060000,275,110000,30,060000,600,010000,75,020000,5,120000,40,010101,240"
"m"	"010101,90,010000,30,020000,62,120000,64,180000,20,120000,64,020000,310,120000,35,010101,15,010000,20,120000,55,020000,28,110000,32,010000,30,120000,165,010101,420"
"m"	"010101,165,110000,5,020000,5,180000,35,120000,5,050000,10,180000,30,050000,285,110000,30,050000,90,180000,95,120000,175,010000,20,120000,70,060000,240,010000,5,010101,175"
"m"	"010101,210,010000,40,110000,20,120000,90,020000,15,050000,675,180000,17,120000,13,010101,360"
"m"	"010101,270,110000,10,180000,20,050000,540,180000,5,110000,55,120000,60,060000,110,180000,40,010000,15,010101,315"
"m"	"010101,30,010000,10,020000,7,050000,433,180000,5,110000,45,020000,27,110000,3,050000,220,180000,5,130000,55,180000,30,120000,240,180000,30,010101,300"
"m"	"010101,120,020000,60,010000,10,030000,20,180000,10,other,70,110000,10,180000,10,120000,5,050000,175,110000,5,120000,15,180000,70,130000,20,180000,5,050000,85,180000,13,040000,43,180000,39,030000,15,180000,30,040000,5,180000,5,120000,360,010101,240"
"m"	"010101,240,010000,30,180000,30,050000,180,180000,10,110000,140,120000,90,180000,55,040000,45,110000,5,150000,45,180000,15,140000,198,010101,357"
"m"	"050000,510,110000,3,010000,42,120000,305,110000,25,120000,135,110000,28,120000,32,010101,360"
"m"	"010101,240,110000,15,060000,505,010101,680"
"m"	"010000,7,120000,169,030000,4,020000,65,010101,235,010000,30,180000,5,020000,88,180000,8,030000,36,180000,18,040000,100,180000,10,040000,45,110000,16,120000,64,010101,21,110000,24,050000,15,180000,15,110000,50,120000,25,010101,390"
"m"	"010101,150,020000,35,120000,30,180000,25,050000,180,110000,15,050000,285,180000,5,110000,44,120000,131,010101,540"
"m"	"010101,360,110000,60,180000,50,040000,35,110000,20,180000,15,050000,180,180000,17,110000,14,030000,59,180000,5,120000,16,180000,5,130000,79,180000,15,070000,15,180000,35,070000,79,180000,46,120000,5,010000,5,other,25,010101,300"
"m"	"010101,180,010000,5,180000,25,050000,510,120000,360,010000,120,010101,240"
"m"	"010101,150,030000,1,180000,9,050000,320,180000,10,120000,150,010000,10,180000,5,040000,29,180000,16,010000,30,020000,25,180000,40,020000,14,050000,391,120000,60,180000,5,120000,40,010101,135"
"m"	"010101,360,010000,6,050000,354,180000,65,110000,65,120000,20,180000,20,130000,230,120000,105,050000,95,110000,2,120000,43,010101,75"
"m"	"010101,1,110000,59,130000,125,050000,655,180000,15,130000,25,180000,6,010000,44,180000,15,020000,20,110000,55,120000,90,010000,25,120000,95,020000,50,010000,10,010101,150"
"m"	"010101,120,020000,30,110000,31,010000,4,180000,15,070000,2,060000,608,110000,10,180000,15,110000,25,010000,85,010101,495"
"m"	"010101,300,110000,55,120000,102,020000,28,180000,5,110000,26,120000,189,030000,12,180000,8,010000,20,120000,70,020000,25,110000,30,010000,7,180000,23,110000,45,050000,15,180000,35,120000,36,010101,409"
"m"	"010101,150,050000,20,180000,70,070000,23,other,12,020000,205,110000,55,180000,5,050000,180,180000,35,120000,10,060000,15,180000,15,070000,15,180000,25,020000,65,030000,83,120000,7,110000,55,120000,65,010101,330"
"m"	"010101,45,010000,10,020000,5,050000,60,180000,30,030000,40,010101,50,020000,33,180000,7,130000,20,180000,5,050000,295,180000,5,020000,2,other,23,120000,165,050000,15,180000,25,110000,65,120000,115,010101,425"
"m"	"010101,60,010000,40,180000,10,050000,190,110000,30,120000,165,180000,5,130000,65,180000,5,020000,70,120000,7,180000,20,050000,143,180000,15,020000,110,010000,13,120000,162,010101,330"
"m"	"010101,360,010000,30,180000,55,110000,5,050000,315,020000,15,110000,5,180000,2,070000,23,180000,20,070000,17,180000,23,110000,10,180000,35,110000,15,120000,5,180000,10,020000,60,120000,30,040000,88,180000,7,010000,10,010101,300"
"m"	"010101,150,020000,15,180000,25,050000,290,110000,5,150000,160,180000,5,010101,10,180000,20,020000,100,010000,15,180000,15,other,45,050000,105,010000,7,020000,38,120000,15,010000,32,120000,238,010101,150"
"m"	"010101,150,110000,30,180000,2,050000,148,180000,25,020000,50,050000,75,110000,6,020000,24,110000,15,060000,40,180000,5,070000,52,180000,8,010101,15,020000,30,120000,105,110000,20,050000,305,010101,335"
"m"	"010101,180,010000,15,180000,25,050000,110,110000,30,050000,585,180000,10,160000,135,120000,110,010101,240"
"m"	"010101,180,020000,60,060000,180,020000,116,120000,154,020000,90,010000,60,020000,15,120000,90,180000,30,110000,45,010101,420"
"m"	"010101,240,010000,5,020000,25,120000,55,050000,155,110000,30,050000,225,180000,40,140000,55,180000,17,070000,18,180000,19,120000,176,010000,5,110000,45,120000,85,010101,245"
"m"	"010101,300,110000,15,120000,135,180000,5,110000,55,050000,30,150000,10,050000,230,180000,10,070000,30,180000,85,030000,25,180000,13,130000,62,180000,62,010000,3,120000,40,010101,330"
"m"	"010101,120,010000,60,020000,98,060000,202,110000,65,120000,85,180000,36,020000,4,110000,5,050000,320,070000,39,180000,6,020000,70,010101,210,010000,29,010101,91"
"m"	"010101,105,110000,10,180000,5,050000,420,110000,15,050000,105,120000,494,010101,286"
"m"	"010101,150,010000,10,110000,5,180000,45,060000,150,130000,45,180000,20,030000,85,020000,150,120000,15,050000,293,120000,18,110000,49,050000,45,180000,23,110000,32,120000,35,010101,270"
"m"	"010101,210,110000,50,180000,28,130000,87,050000,105,110000,60,020000,135,010000,2,020000,71,120000,24,030000,34,180000,9,120000,265,010101,360"
"m"	"010101,120,010000,25,180000,20,060000,225,180000,5,070000,50,110000,50,120000,105,020000,125,110000,31,010000,34,120000,20,010000,20,020000,10,110000,20,120000,10,020000,15,110000,15,010000,15,120000,105,110000,30,130000,25,180000,5,020000,45,120000,75,010000,3,010101,237"
"m"	"010101,240,110000,20,120000,40,020000,15,110000,45,020000,120,150000,138,110000,2,050000,110,180000,4,110000,16,050000,30,020000,120,180000,20,020000,48,120000,49,010000,3,120000,130,010101,290"
"m"	"010101,150,010000,50,120000,327,050000,373,180000,5,120000,105,010101,430"
"m"	"010101,180,110000,30,130000,75,180000,55,020000,44,120000,66,050000,270,180000,5,110000,45,120000,220,010000,25,010101,425"
"m"	"010101,270,110000,4,020000,58,120000,508,110000,10,120000,25,010000,5,120000,170,180000,8,130000,12,010101,370"
"m"	"010101,180,010000,20,180000,10,120000,135,020000,79,110000,52,050000,314,020000,80,110000,15,120000,11,180000,4,010000,2,020000,118,010101,420"
"m"	"010101,120,010000,30,180000,152,110000,33,other,70,180000,10,050000,35,010101,338,020000,12,010000,45,180000,5,070000,90,180000,5,120000,135,180000,16,120000,105,010101,239"
"m"	"010101,120,180000,15,050000,165,110000,70,180000,10,070000,2,180000,58,030000,38,180000,17,110000,45,050000,90,180000,55,020000,5,010000,140,120000,190,010000,30,010101,390"
"m"	"010101,300,110000,20,180000,15,070000,30,180000,12,050000,198,110000,25,050000,15,120000,30,180000,15,120000,80,020000,15,120000,40,040000,19,180000,11,120000,75,110000,75,120000,167,010000,28,010101,270"
"m"	"010101,150,030000,22,180000,3,060000,305,120000,60,020000,55,120000,55,180000,60,010000,31,010101,187,120000,7,110000,10,120000,135,010101,360"
"m"	"010101,135,010000,35,020000,15,030000,2,180000,13,120000,30,060000,278,110000,27,180000,20,070000,15,180000,18,070000,17,180000,25,120000,225,050000,310,120000,5,010101,270"
"m"	"010101,120,010000,60,120000,200,180000,9,050000,241,180000,34,070000,1,180000,55,050000,90,120000,180,030000,2,020000,33,120000,92,010000,13,120000,40,010101,270"
"m"	"010101,300,180000,2,070000,43,180000,19,010000,16,020000,75,180000,22,110000,113,020000,70,120000,195,050000,105,180000,25,020000,35,120000,81,010101,69,110000,30,180000,58,070000,23,180000,14,040000,5,180000,5,110000,75,180000,40,010000,10,010101,10"
"m"	"010101,180,020000,10,180000,45,050000,65,120000,165,180000,45,070000,45,180000,15,050000,180,180000,45,110000,42,180000,3,120000,60,020000,10,110000,33,120000,47,180000,15,020000,45,010101,390"
"m"	"010101,60,010000,15,110000,15,180000,35,other,45,180000,26,050000,14,110000,5,180000,13,030000,7,180000,5,050000,210,180000,15,020000,30,120000,259,010000,16,020000,70,110000,80,020000,70,120000,150,010101,300"
"m"	"010101,180,010000,15,180000,45,050000,240,110000,20,050000,400,110000,31,010000,74,010101,435"
"m"	"010101,30,010000,50,020000,20,110000,25,120000,40,180000,25,050000,350,110000,30,050000,210,180000,15,020000,120,120000,95,180000,5,120000,155,010101,270"
