sex	name	num
"m"	"10101, 120000, 110000, 120000, 50000, 120000, 110000, 120000, 10101, 120000, 10000, 110000, 120000"	"360, 60, 30, 60, 150, 60, 30, 90, 90, 120, 30, 30, 330"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 120000"	"450, 15, 15, 30, 30, 180, 30, 30, 300, 30, 30, 300"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 10000, 120000, 10101"	"420, 30, 30, 30, 210, 30, 510, 30, 30, 60, 60"
"m"	"50000, 110000, 50000, 10000, 10101, 10000, 110000, 10101, 120000, 10000, 110000, 50000"	"120, 15, 150, 15, 420, 15, 30, 75, 180, 30, 30, 360"
"m"	"10101, 10000, 120000, 10101, 110000, 10101, 120000, 110000, 120000, 10000, 120000, 10000, 120000"	"420, 30, 90, 180, 15, 165, 135, 30, 135, 15, 165, 15, 45"
"m"	"50000, 10101, 50000, 110000, 10101, 50000"	"420, 180, 240, 30, 90, 480"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 30000, 110000, 10000, 20000, 120000, 10101"	"375, 30, 15, 60, 240, 15, 45, 240, 60, 30, 30, 15, 30, 75, 90, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 110000, 60000, 120000, 10000, 10101"	"360, 30, 30, 30, 270, 30, 45, 285, 30, 30, 150, 75, 30, 45"
"m"	"10101, 120000, 10000, 110000, 120000, 10000, 120000, 110000, 10000, 10101, 120000, 110000, 120000, 10000"	"540, 60, 15, 15, 30, 30, 60, 30, 15, 90, 225, 30, 285, 15"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 120000, 110000, 120000, 10101"	"405, 45, 15, 15, 240, 30, 30, 240, 15, 30, 45, 30, 180, 120"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 10101, 180000, 50000, 120000, 110000, 10000, 120000, 10101"	"390, 30, 30, 30, 30, 195, 105, 45, 15, 180, 45, 45, 30, 210, 60"
"m"	"10101, 120000, 10000, 110000, 120000, 50000, 10000, 110000, 50000, 30000, 110000, 120000, 30000, 120000, 10000, 10101"	"420, 60, 15, 15, 30, 135, 15, 30, 375, 45, 30, 30, 60, 120, 15, 45"
"m"	"10101, 10000, 180000, 110000, 50000, 110000, 50000, 110000, 180000, 10000, 120000, 110000, 120000, 10000, 10101"	"300, 30, 60, 30, 300, 60, 240, 15, 60, 30, 30, 30, 15, 30, 210"
"m"	"10101, 120000, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 110000, 120000, 10000, 30000, 120000, 10101"	"330, 60, 15, 15, 60, 240, 45, 375, 60, 15, 30, 15, 15, 75, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 110000, 50000, 180000, 10000, 120000"	"540, 15, 15, 15, 195, 30, 300, 30, 120, 15, 30, 135"
"m"	"10101, 10000, 50000, 110000, 120000, 20000, 50000, 120000, 110000, 10101, 120000, 50000, 120000, 10000, 110000, 120000, 50000, 110000, 120000, 10101"	"345, 15, 75, 30, 75, 45, 120, 15, 30, 60, 60, 120, 45, 30, 15, 165, 60, 30, 30, 75"
"m"	"120000, 10101, 10000, 110000, 120000, 110000, 120000, 20000, 120000, 110000, 10000, 120000, 10101"	"180, 180, 15, 15, 360, 30, 60, 60, 210, 60, 15, 240, 15"
"m"	"10101, 10000, 110000, 180000, 120000, 50000, 120000, 110000, 180000, 120000, 10101, 120000, 110000, 120000, 10000"	"420, 30, 30, 30, 30, 180, 15, 45, 30, 150, 60, 120, 45, 240, 15"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 10000, 110000, 120000, 10101"	"390, 30, 30, 30, 240, 30, 30, 270, 30, 45, 30, 30, 135, 120"
"m"	"10101, 10000, 50000, 10000, 110000, 120000, 20000, 50000, 10000, 110000, 120000, 10101, 50000, 120000, 110000, 120000"	"405, 15, 60, 15, 15, 30, 90, 90, 15, 15, 120, 60, 90, 60, 15, 345"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 120000, 10000, 120000"	"405, 15, 15, 45, 270, 30, 240, 240, 30, 150"
"m"	"10101, 10000, 110000, 180000, 50000, 120000, 110000, 10101, 50000, 180000, 10000, 110000, 120000, 10101"	"360, 30, 30, 15, 270, 15, 30, 30, 300, 15, 15, 30, 195, 105"
"m"	"10101, 10000, 30000, 180000, 50000, 110000, 10101, 50000, 180000, 20000, 110000, 120000, 30000, 10000, 10101"	"375, 15, 30, 45, 255, 30, 30, 270, 45, 30, 45, 30, 120, 30, 90"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 30000, 110000, 120000, 10101"	"360, 30, 30, 300, 30, 270, 150, 30, 180, 60"
"m"	"10101, 10000, 110000, 180000, 60000, 110000, 10101, 60000, 180000, 120000, 10101"	"360, 30, 60, 30, 240, 60, 60, 270, 30, 240, 60"
"m"	"50000, 180000, 120000, 10101, 110000, 120000, 10101, 110000, 180000, 120000, 50000"	"510, 45, 75, 90, 30, 30, 300, 30, 45, 75, 210"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 10000, 110000, 120000, 10101"	"300, 30, 30, 15, 450, 30, 285, 15, 30, 30, 165, 60"
"m"	"10101, 10000, 110000, 120000, 30000, 110000, 10101, 120000, 30000, 110000, 120000, 10000, 10101"	"480, 30, 30, 120, 75, 45, 195, 60, 105, 30, 75, 60, 135"
"m"	"10101, 10000, 110000, 180000, 50000, 180000, 110000, 120000, 10101, 120000, 30000, 110000, 120000, 10000, 120000, 60000, 50000, 120000, 10101"	"375, 15, 15, 15, 330, 15, 15, 30, 210, 15, 45, 15, 30, 15, 90, 30, 60, 90, 30"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 10000, 110000, 120000, 10101"	"375, 30, 15, 60, 240, 30, 45, 255, 60, 30, 30, 15, 180, 75"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 110000, 50000, 180000, 10000, 120000, 10101"	"345, 30, 15, 75, 240, 30, 345, 30, 90, 75, 45, 60, 60"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 120000, 110000, 10101, 50000, 180000, 120000, 10000, 110000, 120000, 30000, 10101"	"390, 15, 15, 30, 15, 255, 30, 30, 30, 240, 15, 75, 15, 30, 135, 60, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 120000, 110000, 120000, 10101"	"405, 30, 15, 15, 255, 30, 45, 255, 15, 45, 165, 30, 75, 60"
"m"	"10101, 120000, 10000, 110000, 50000, 110000, 120000, 50000, 20000, 120000, 110000, 30000, 10101, 120000, 10000, 10101"	"360, 60, 30, 30, 240, 30, 30, 240, 30, 30, 30, 30, 120, 90, 30, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 110000, 180000, 120000, 10000, 120000, 10101"	"405, 15, 15, 45, 240, 30, 15, 435, 30, 30, 15, 30, 75, 60"
"m"	"10101, 10000, 110000, 120000, 110000, 10101, 120000, 110000, 120000, 10000, 10101"	"480, 15, 30, 195, 30, 90, 180, 30, 345, 15, 30"
"m"	"10101, 10000, 120000, 110000, 120000, 110000, 120000, 30000, 120000, 110000, 120000, 10000, 10101"	"300, 15, 105, 15, 270, 15, 60, 105, 225, 30, 105, 15, 180"
"m"	"10101, 10000, 110000, 30000, 110000, 10101, 30000, 10000, 110000, 30000, 120000, 10101"	"420, 15, 15, 270, 30, 150, 180, 30, 30, 120, 120, 60"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 110000, 120000, 10101"	"390, 15, 15, 75, 15, 210, 30, 90, 300, 15, 15, 30, 120, 120"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 120000, 30000, 120000, 10000, 10101"	"420, 45, 15, 30, 210, 30, 30, 300, 30, 30, 45, 135, 30, 30, 60"
"m"	"10101, 120000, 10000, 110000, 50000, 110000, 120000, 50000, 120000, 110000, 120000, 30000, 120000, 10000, 10101"	"375, 45, 15, 30, 255, 60, 30, 210, 120, 30, 30, 75, 30, 15, 120"
"m"	"10101, 10000, 110000, 50000, 120000, 110000, 120000, 10101, 50000, 10000, 30000, 110000, 120000, 10101"	"300, 45, 15, 300, 30, 15, 45, 45, 255, 30, 30, 30, 210, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 110000, 120000, 10101"	"450, 15, 30, 15, 210, 30, 60, 330, 15, 30, 30, 165, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 120000, 110000, 50000, 180000, 10000, 110000, 120000"	"540, 15, 15, 15, 135, 45, 15, 480, 15, 15, 15, 135"
"m"	"10101, 10000, 120000, 10000, 110000, 20000, 120000, 110000, 120000, 10101, 120000, 10000, 120000, 110000, 120000, 10101"	"315, 15, 90, 30, 45, 105, 120, 60, 60, 90, 90, 45, 75, 30, 135, 135"
"m"	"10101, 10000, 180000, 110000, 50000, 110000, 10101, 50000, 120000, 180000, 10000, 110000, 10000, 120000, 10101"	"375, 15, 30, 15, 285, 30, 60, 270, 90, 30, 15, 15, 15, 135, 60"
"m"	"120000, 10101, 10000, 110000, 120000, 10000, 120000"	"60, 660, 15, 30, 495, 30, 150"
"m"	"10101, 10000, 180000, 50000, 110000, 50000, 180000, 120000, 110000, 120000, 10000, 120000, 10101"	"450, 30, 30, 210, 30, 300, 30, 60, 30, 90, 30, 90, 60"
"m"	"10101, 10000, 180000, 110000, 120000, 50000, 110000, 120000, 50000, 180000, 110000, 10000, 30000, 120000, 10101"	"345, 30, 30, 15, 30, 270, 30, 15, 255, 30, 45, 30, 30, 180, 105"
"m"	"10101, 10000, 110000, 120000, 50000, 110000, 50000, 110000, 50000, 10000, 120000"	"405, 15, 15, 75, 210, 30, 375, 30, 165, 30, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 30000, 120000, 110000, 30000, 120000, 10000, 10101"	"420, 15, 15, 30, 240, 15, 45, 240, 30, 30, 60, 30, 90, 120, 30, 30"
"m"	"120000, 10101, 120000, 110000, 120000, 180000, 120000, 50000, 110000, 50000, 180000, 10000"	"240, 420, 90, 30, 150, 15, 15, 120, 15, 315, 15, 15"
"m"	"10101, 10000, 180000, 50000, 180000, 110000, 120000, 10101, 120000, 110000, 120000, 10000, 10101"	"420, 15, 30, 255, 30, 30, 60, 60, 180, 30, 270, 30, 30"
"m"	"10101, 10000, 120000, 10000, 110000, 50000, 120000, 110000, 10101, 50000, 120000, 10101"	"345, 30, 45, 15, 60, 165, 30, 30, 90, 150, 360, 120"
"m"	"10101, 10000, 110000, 30000, 180000, 50000, 110000, 120000, 50000, 180000, 30000, 120000, 10101"	"495, 30, 15, 30, 15, 225, 30, 30, 390, 30, 30, 60, 60"
"m"	"10101, 10000, 120000, 110000, 30000, 120000, 110000, 120000, 10101, 120000, 10000, 110000, 120000, 10101"	"390, 30, 45, 45, 30, 180, 45, 45, 90, 225, 30, 30, 135, 120"
"m"	"10101, 10000, 110000, 50000, 120000, 110000, 10101, 50000, 10000, 120000, 10101"	"315, 15, 15, 345, 30, 30, 45, 225, 30, 300, 90"
"m"	"10101, 10000, 110000, 120000, 110000, 30000, 120000, 110000, 120000, 10000, 10101"	"390, 15, 15, 390, 120, 120, 90, 30, 120, 30, 120"
"m"	"10101, 120000, 110000, 10000, 120000, 110000, 10101, 120000, 110000, 120000, 10000, 10101"	"360, 90, 30, 30, 225, 75, 90, 210, 60, 195, 15, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 120000, 50000, 110000, 10101, 50000, 120000, 50000, 180000, 110000, 10000, 120000"	"420, 15, 15, 30, 120, 15, 75, 15, 60, 135, 15, 135, 30, 30, 30, 300"
"m"	"50000, 180000, 10000, 120000, 10101, 10000, 110000, 30000, 120000, 30000, 180000, 50000, 110000, 50000, 120000, 50000, 110000, 120000"	"180, 15, 15, 30, 480, 15, 15, 15, 195, 45, 15, 75, 15, 150, 30, 120, 15, 15"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 10101, 120000, 110000, 120000"	"540, 15, 30, 135, 30, 120, 90, 120, 45, 315"
"m"	"10101, 10000, 180000, 110000, 50000, 110000, 120000, 10101, 50000, 180000, 120000, 10000, 120000, 10101"	"420, 30, 75, 15, 180, 30, 30, 30, 330, 75, 150, 15, 30, 30"
"m"	"50000, 180000, 10000, 10101, 10000, 110000, 180000, 50000, 110000, 50000"	"180, 30, 30, 540, 30, 30, 30, 390, 30, 150"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 110000, 120000, 10000, 10101"	"420, 30, 30, 30, 210, 30, 60, 270, 30, 30, 30, 210, 15, 45"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 120000, 10000, 120000, 10101"	"390, 15, 30, 15, 15, 255, 45, 15, 360, 15, 30, 75, 15, 90, 75"
"m"	"10101, 30000, 180000, 50000, 110000, 120000, 50000, 180000, 30000, 10000, 110000, 120000, 10101"	"450, 30, 15, 225, 30, 30, 270, 15, 15, 30, 30, 240, 60"
"m"	"10101, 120000, 10000, 110000, 120000, 30000, 120000, 30000, 60000, 20000, 110000, 10101, 30000, 120000, 110000, 120000, 10000, 10101"	"240, 150, 30, 15, 15, 30, 60, 90, 60, 30, 30, 90, 225, 30, 45, 135, 15, 150"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 110000, 120000, 10101"	"360, 15, 15, 30, 300, 30, 30, 240, 30, 30, 30, 210, 120"
"m"	"10101, 10000, 110000, 120000, 110000, 10000, 10101, 120000, 110000, 120000, 10000, 10101"	"360, 45, 30, 285, 30, 15, 75, 270, 30, 180, 30, 90"
"m"	"10101, 10000, 180000, 60000, 110000, 120000, 60000, 180000, 120000, 110000, 10000, 120000, 20000, 120000, 10101"	"390, 15, 45, 270, 30, 45, 225, 45, 60, 30, 30, 30, 105, 75, 45"
"m"	"10101, 10000, 110000, 120000, 20000, 120000, 110000, 120000, 110000, 120000, 10000, 120000, 10101"	"360, 30, 45, 165, 90, 45, 45, 300, 60, 120, 30, 15, 135"
"m"	"10101, 10000, 110000, 120000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 110000, 10000, 120000, 10101"	"390, 15, 30, 30, 15, 240, 30, 60, 240, 15, 75, 30, 30, 135, 105"
"m"	"10101, 10000, 110000, 50000, 110000, 120000, 50000, 10000, 110000, 120000, 10101"	"315, 30, 30, 345, 45, 45, 300, 45, 45, 60, 180"
"m"	"10101, 10000, 110000, 50000, 110000, 50000, 120000, 110000, 120000, 10101"	"420, 30, 30, 240, 60, 240, 60, 60, 240, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 110000, 120000, 10101"	"420, 15, 15, 30, 240, 30, 30, 300, 30, 15, 30, 270, 15"
"m"	"10101, 10000, 110000, 20000, 120000, 110000, 10101, 120000, 110000, 120000, 10000, 10101"	"480, 15, 30, 135, 60, 30, 90, 360, 30, 150, 15, 45"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 110000, 180000, 50000, 10000, 120000"	"510, 30, 15, 15, 150, 30, 60, 270, 15, 45, 30, 15, 195, 30, 30"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 120000, 110000, 120000, 10101"	"420, 30, 15, 15, 240, 15, 45, 240, 15, 15, 75, 15, 225, 75"
"m"	"10101, 10000, 110000, 120000, 110000, 10101, 120000, 110000, 10000, 120000, 10101"	"420, 30, 30, 210, 30, 120, 300, 15, 15, 195, 75"
"m"	"10101, 10000, 30000, 110000, 50000, 120000, 110000, 10101, 50000, 30000, 10000, 110000, 120000, 10101"	"360, 15, 30, 15, 180, 90, 30, 120, 180, 60, 30, 30, 180, 120"
"m"	"120000, 10101, 10000, 50000, 110000, 50000, 110000, 50000, 10000, 120000"	"120, 480, 15, 105, 30, 270, 30, 240, 30, 120"
"m"	"10101, 10000, 110000, 120000, 50000, 110000, 50000, 110000, 50000, 10000, 120000, 10101"	"510, 15, 15, 120, 105, 30, 315, 30, 180, 15, 75, 30"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 20000, 10000, 110000, 120000, 10101"	"405, 30, 15, 30, 240, 30, 60, 240, 30, 60, 30, 30, 225, 15"
"m"	"10101, 10000, 30000, 110000, 180000, 50000, 180000, 120000, 110000, 120000, 10000, 10101"	"420, 15, 15, 15, 75, 540, 60, 15, 30, 120, 15, 120"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 110000, 120000, 10101"	"330, 30, 30, 105, 225, 15, 60, 285, 120, 15, 15, 135, 75"
"m"	"10101, 10000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 120000, 30000, 120000, 10000, 10101"	"495, 15, 15, 195, 15, 45, 270, 30, 30, 30, 15, 195, 15, 75"
"m"	"10101, 10000, 120000, 110000, 120000, 20000, 120000, 30000, 110000, 120000, 30000, 10000, 110000, 120000, 10000, 10101"	"360, 15, 45, 30, 90, 30, 90, 60, 30, 270, 30, 30, 30, 135, 15, 180"
"m"	"10101, 10000, 120000, 110000, 60000, 110000, 10101, 60000, 110000, 30000, 60000, 10101"	"300, 15, 105, 60, 240, 60, 60, 240, 60, 120, 60, 120"
"m"	"10101, 10000, 30000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 30000, 10000, 110000, 120000, 10101"	"390, 30, 30, 15, 15, 240, 30, 60, 240, 15, 45, 15, 15, 30, 210, 60"
"m"	"10101, 10000, 110000, 50000, 110000, 50000, 120000, 110000, 120000, 50000, 10000, 120000, 10101"	"465, 45, 15, 225, 45, 285, 30, 30, 45, 195, 30, 15, 15"
"m"	"120000, 10101, 10000, 110000, 50000, 110000, 120000, 10101, 50000, 120000, 110000, 120000, 50000, 10000, 110000, 120000"	"120, 420, 15, 15, 150, 30, 30, 60, 180, 60, 30, 60, 105, 30, 30, 105"
"m"	"10101, 10000, 110000, 30000, 180000, 50000, 110000, 10101, 50000, 180000, 10000, 110000, 30000, 120000, 10101"	"360, 30, 15, 15, 45, 255, 15, 45, 270, 45, 30, 30, 30, 135, 120"
"m"	"50000, 10101, 10000, 180000, 50000, 110000, 50000, 180000, 110000, 30000, 50000"	"60, 360, 60, 30, 210, 60, 285, 30, 45, 90, 210"
"m"	"120000, 10101, 10000, 110000, 120000, 110000, 120000, 10101, 20000, 110000, 120000, 10000, 120000"	"60, 450, 15, 15, 210, 30, 210, 45, 30, 30, 270, 15, 60"
"m"	"10101, 120000, 10000, 110000, 120000, 110000, 120000, 10101, 120000, 10000, 110000, 120000, 10101"	"300, 105, 15, 15, 285, 30, 30, 120, 180, 15, 15, 135, 195"
"m"	"10101, 10000, 110000, 180000, 50000, 180000, 120000, 110000, 120000, 180000, 50000, 180000, 10000, 110000, 120000, 10101"	"345, 45, 30, 15, 255, 15, 15, 45, 105, 15, 195, 15, 45, 45, 135, 120"
"m"	"120000, 10101, 10000, 110000, 180000, 60000, 110000, 120000, 60000, 180000, 10000, 120000, 110000, 120000, 20000, 120000"	"45, 375, 30, 15, 15, 240, 30, 30, 225, 15, 30, 75, 30, 45, 180, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 10000, 120000, 10101"	"420, 15, 15, 15, 795, 60, 60, 60"
"m"	"120000, 10101, 10000, 110000, 120000, 110000, 10000, 120000"	"180, 420, 30, 30, 420, 30, 30, 300"
"m"	"10101, 10000, 110000, 60000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 120000"	"405, 15, 15, 45, 30, 210, 30, 30, 270, 30, 120, 240"
"m"	"120000, 10101, 10000, 110000, 60000, 110000, 10101, 60000, 10000, 110000, 120000, 20000, 120000"	"30, 420, 30, 15, 225, 30, 60, 285, 15, 30, 60, 180, 60"
"m"	"50000, 180000, 10000, 120000, 10101, 120000, 110000, 120000, 10101, 10000, 110000, 120000, 180000, 50000"	"90, 15, 15, 180, 360, 60, 30, 60, 180, 15, 30, 15, 15, 375"
"m"	"10101, 10000, 110000, 50000, 10000, 110000, 120000, 10101, 120000, 50000, 10000, 110000, 120000, 10101"	"330, 15, 30, 345, 15, 30, 30, 75, 30, 210, 30, 30, 165, 105"
"m"	"10101, 10000, 110000, 120000, 10101, 110000, 120000, 110000, 120000, 10000, 10101"	"480, 45, 15, 180, 15, 45, 360, 30, 240, 15, 15"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 10101, 120000, 110000, 120000, 10000, 10101"	"480, 60, 30, 120, 30, 120, 120, 120, 60, 150, 60, 90"
"m"	"10101, 10000, 180000, 50000, 110000, 120000, 10101, 50000, 180000, 110000, 120000, 10101"	"330, 15, 15, 345, 45, 15, 45, 240, 15, 60, 180, 135"
"m"	"10101, 120000, 10000, 110000, 120000, 180000, 50000, 110000, 10101, 60000, 50000, 180000, 110000, 30000, 60000, 120000, 10000, 10101"	"375, 45, 15, 15, 15, 15, 240, 30, 30, 30, 240, 15, 30, 45, 120, 75, 15, 90"
"m"	"10101, 10000, 110000, 180000, 50000, 180000, 120000, 110000, 120000, 10101, 120000, 10000, 110000, 120000, 10101"	"420, 15, 15, 15, 180, 15, 45, 45, 15, 135, 180, 30, 45, 225, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 20000, 120000, 10000, 110000, 120000, 10101"	"420, 30, 15, 15, 240, 30, 30, 240, 15, 30, 60, 30, 15, 150, 120"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 110000, 120000, 10000, 10101"	"480, 15, 30, 15, 180, 30, 30, 345, 15, 30, 165, 45, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 110000, 10000, 120000, 10101"	"360, 30, 30, 15, 285, 30, 30, 240, 15, 30, 15, 180, 180"
"m"	"10101, 10000, 180000, 50000, 120000, 110000, 20000, 10101, 50000, 180000, 10000, 120000, 30000, 110000, 30000, 120000, 10000, 30000, 120000, 10101"	"450, 30, 30, 180, 30, 45, 15, 45, 135, 30, 15, 60, 45, 45, 30, 60, 45, 45, 45, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 110000, 120000, 10000, 120000, 10101"	"420, 15, 30, 15, 240, 30, 60, 240, 15, 75, 30, 90, 15, 105, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 120000, 50000, 180000, 120000, 10000, 110000, 30000, 120000, 10101"	"450, 15, 15, 15, 225, 30, 30, 240, 15, 45, 30, 30, 120, 120, 60"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 30000, 10101"	"660, 30, 30, 285, 15, 240, 120, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 10101, 50000, 180000, 120000, 110000, 120000, 10000, 10101"	"375, 15, 15, 75, 255, 30, 15, 240, 75, 60, 45, 150, 30, 60"
"m"	"60000, 10101, 10000, 110000, 120000, 180000, 50000, 110000, 120000, 20000, 50000, 180000, 10000, 120000, 10101"	"45, 345, 15, 30, 30, 15, 225, 30, 45, 75, 390, 15, 30, 90, 60"
"m"	"10101, 10000, 110000, 120000, 10101, 110000, 120000, 10101, 120000, 30000, 120000, 110000, 120000, 10000, 10101"	"435, 15, 15, 135, 120, 30, 30, 60, 120, 15, 135, 30, 75, 15, 210"
"m"	"10101, 10000, 110000, 60000, 110000, 120000, 10101, 120000, 60000, 110000, 120000, 60000, 10000, 10101"	"435, 30, 30, 225, 30, 30, 90, 45, 195, 30, 60, 195, 30, 15"
"m"	"10101, 10000, 20000, 110000, 30000, 120000, 110000, 120000, 10101, 120000, 110000, 10000, 120000"	"480, 30, 30, 30, 30, 120, 45, 30, 60, 240, 30, 30, 285"
"m"	"10101, 10000, 180000, 110000, 50000, 180000, 30000, 110000, 120000, 10000"	"405, 15, 60, 60, 540, 60, 30, 30, 210, 30"
"m"	"10101, 10000, 110000, 30000, 50000, 120000, 110000, 120000, 10101, 50000, 120000, 20000, 110000, 120000, 10000, 10101"	"360, 30, 30, 30, 150, 75, 45, 30, 90, 120, 30, 90, 45, 225, 30, 60"
"m"	"10101, 120000, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 30000, 10000, 110000, 120000, 10101"	"345, 75, 30, 15, 15, 240, 30, 240, 30, 30, 30, 30, 255, 75"
"m"	"10101, 10000, 110000, 50000, 110000, 10101, 50000, 120000, 110000, 120000, 10000, 120000, 10101"	"420, 15, 15, 270, 30, 30, 270, 60, 30, 150, 15, 15, 120"
"m"	"10101, 10000, 110000, 50000, 110000, 120000, 50000, 110000, 10000, 120000, 50000"	"420, 30, 30, 240, 30, 30, 270, 30, 30, 210, 120"
"m"	"10101, 10000, 120000, 10000, 10101"	"300, 30, 945, 45, 120"
"m"	"10101, 10000, 110000, 50000, 120000, 10101, 110000, 120000, 10101, 50000, 120000, 50000, 110000, 120000, 10000, 10101"	"510, 45, 15, 105, 45, 15, 15, 60, 45, 105, 75, 75, 30, 240, 30, 30"
"m"	"10101, 10000, 110000, 120000, 110000, 10101, 120000, 30000, 110000, 120000, 10000, 120000, 10101"	"390, 15, 15, 300, 45, 60, 195, 90, 60, 165, 15, 15, 75"
"m"	"120000, 10101, 10000, 30000, 180000, 110000, 50000, 110000, 10101, 50000, 180000, 30000, 110000, 10000, 120000, 30000, 120000"	"90, 420, 30, 30, 30, 30, 120, 45, 45, 270, 30, 30, 45, 45, 120, 30, 30"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 120000, 110000, 120000, 10000, 120000"	"435, 15, 15, 15, 240, 60, 240, 15, 45, 60, 195, 30, 75"
"m"	"10101, 10000, 110000, 30000, 180000, 50000, 110000, 120000, 50000, 180000, 10000, 110000, 120000, 10101"	"360, 30, 30, 45, 30, 225, 15, 60, 255, 30, 30, 15, 195, 120"
"m"	"10101, 10000, 120000, 110000, 30000, 180000, 50000, 110000, 120000, 50000, 110000, 50000, 180000, 10000, 120000, 10101"	"360, 15, 30, 30, 30, 30, 225, 30, 30, 240, 30, 210, 30, 15, 75, 60"
"m"	"10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 120000, 110000, 120000, 10000, 120000, 10101"	"420, 15, 30, 15, 240, 15, 285, 15, 45, 30, 45, 15, 90, 180"
"m"	"10101, 10000, 50000, 110000, 120000, 10101, 50000, 120000, 110000, 50000, 120000, 10000, 10101"	"150, 15, 585, 30, 15, 105, 210, 30, 30, 90, 30, 30, 120"
"m"	"10101, 10000, 110000, 120000, 110000, 120000, 110000, 120000, 10000, 120000, 10101"	"480, 45, 30, 165, 45, 360, 45, 60, 45, 135, 30"
"m"	"10101, 10000, 110000, 180000, 120000, 50000, 110000, 120000, 50000, 180000, 110000, 120000, 10000, 120000, 10101"	"375, 30, 15, 15, 15, 270, 30, 30, 360, 15, 15, 30, 15, 105, 120"
"m"	"10000, 120000, 10101, 10000, 110000, 120000, 110000, 120000"	"30, 330, 360, 30, 30, 600, 30, 30"
"m"	"10101, 10000, 110000, 120000, 20000, 120000, 10000, 120000, 110000, 120000, 10101"	"420, 30, 30, 60, 180, 300, 60, 60, 60, 120, 120"
"m"	"120000, 10101, 10000, 110000, 180000, 50000, 110000, 50000, 180000, 110000, 10000, 120000"	"45, 405, 15, 15, 15, 225, 30, 330, 15, 15, 15, 315"
"m"	"10101, 10000, 110000, 180000, 50000, 180000, 110000, 120000, 110000, 30000, 120000, 10101"	"390, 30, 30, 30, 240, 30, 60, 270, 60, 90, 120, 90"
